Title,Review,Date,Rating (out of 10),Recommended
“Is British Airways really this cheap”,✅ Trip Verified | We have sat on this plane for an hour and forty five minutes awaiting takeoff due to bad weather in London. This is understandable for safety. Fortunately I have a long layover so this delay does not affect me. However many others are not so lucky. While waiting we were given one small bottle of water and one tiny pack of corn kernels. Later food and drink were offered for purchase. This is my complaint. After sitting idle on this plane for nearly two hours and possibly missing connecting flights they can’t give us a free bag of chips and a coke? When I asked I was told no. Is British Airways really this cheap and money grubbing?,11/23/2024,1,Yes
"""I will never fly BA again""","Not Verified |  British Airways stranding my wife and I at Heathrow Airport for 2.5 days, with no access to our baggage. We we told by airline employees to purchase any necessities (toiletries, refreshments, etc.) and we'd be reimbursed. That claim was denied, with BA claiming that weather was the reason for the delay (an outright lie since every other airline in London was flying on-time). We were unable to to anything besides stand in lines for vouchers, stand in lines for shuttles, stand in line for reservations, etc. for 48+ hours. It was an absolute nightmare and I will never fly BA again.",11/18/2024,1,No
"""I was pleasantly surprised""","✅ Trip Verified |   Although like many these days, I avoid BA on long haul from London Heathrow due to my perception of poor service and lack of customer services if things go wrong, I was pleasantly surprised by my recent flight to Belfast. The aircraft actually left on time and arrived ahead of schedule. The cabin crew looked bored and uninspired as they can often do on BA (I read at times) but that didn’t really matter. It was a quiet flight so I say myself at the emergency exit unchallenged which was handy. Would fly again with BA where pressed.",11/17/2024,4,Yes
"""flight attendants were outstanding""","✅ Trip Verified | This flight was British Airways at its very best. The flight attendants were outstanding - processional, attentive and helpful. The food was very good and the seat/lie flat bed was very comfortable. I love to smart design of the A350 Club World cabin. Wonderful flight home!",11/15/2024,10,Yes
"""Food and service was the worst""","Not Verified | The worst airline I have ever flown with. They cancelled my flight 3 hours before departure and didn’t even contact me. They didn’t put me on a new flight - I had to rebook myself for the next day - and I was also left to find my own accommodation which was a nightmare and have been refused compensation and I was left stranded. Onboard services are also archaic and outdated and the planes are the oldest out of any airline I’ve flown with. Food and service was the worst I’ve ever experienced and I’ve travelled on most airlines (Emirates, Etihad, Thai, Malaysian, Qantas, Cathay, UA etc). DO NOT FLY WITH BA.",11/13/2024,1,No
“flying with BA was disappointing”,"✅ Trip Verified |   Disappointing service, plane interior and terribly incompetent customer service I booked my flight directly through BA's website. Soon after I started to get emails saying my selected seats (I paid extra for the selection) had been changed by BA without any reason given and I was directed to the website. There I found no information on the said seat change. This happened several times (I had 4 flights altogether). The website seems to be a digital dinosaur. The first leg of my flight was fine, until I discovered in the transfer area at Heathrow that I forgot my new laptop onboard. Immediately I contacted BA's so called Customer Service (what an oxymoron), which basically said they can not do anything, I would have to wait until the cleaners (working for a contractor) would have finished their job and hope they would discover the laptop and return it to so called Lost & Found at the airport. BA's customer service said they couldn't contact their colleagues in the terminal/gate were the plane was still and let them know there was a lost laptop by seat no 27A of the plane (yes I told them exactly were the laptop was). They wouldn't take any contact details either to notify me if and when the laptop would be returned and they refused to register the incident. They simply had no interest in assisting me and didn't even make an attempt to pretend they did. Communication via their online customer service was poor, and they didn't even respond to my messages. In the end I emailed the representative at Heathrow and he replied with a message form his supervisor (which did not reveal his name): ""It is not the duty of British Airways to find lost property on behalf of our passengers, however if you would like to dispute this you can contact customer relations online with further feedback."" They took no responsibility and referred me to Smartecarte, which is the contractor cleaning their planes and apparently collecting lost items at Heathrow. I have not received the laptop, worth 2 thousand GBP, back now 3 weeks later. The flights between London and Cape Town (~12 hours), were unpleasant. The flight attendants were seemingly unenthusiastic about their job, it took up to an hour to collect the trash after the meal, which also was distributed extremely slowly. Food was not good. Boarding was slow and inefficient. Drinks were only offered twice (otherwise you'd have to ask for it especially) on this long flights. The seats were of fabric, uncomfortable and room too scarce to relax and sleep. All in all flying with British Airways was disappointing and I will not be keen on flying with them again.",11/8/2024,3,Yes
"""won't be using her return ticket""",✅ Trip Verified |   A transit visa is required for my partner to transit via London to Iceland. So I had to buy a separate ticket for her via another airline. When we reach Iceland I emailed British Airways telling then she won't be using her return ticket and requested for a partial refund. 2 days later. I received an email from customer service that I need to contact one of their service centres via the provided link. I replied to say the link only goes to a page with various British landline phone numbers to call and explained that I am overseas then and it will not be practical to do this via international calls. They replied to say I can only do this by contacting the service centres. So the airline end up taking my money regardless.,11/8/2024,1,Yes
"""the same as low cost carriers""","✅ Trip Verified |   I was surprised to receive confirmation pre-flight that I had 69 kgs luggage allowance. This to be later confirmed as one at 23 kg checked in, another 23 kgs carry on for under seat, and a third 23 kgs carry on for overhead stowage. Checkin opened a bit late, and the line for Executive Club members even later, but was courteous and efficient. Long queue for passport control but the fault of Brexit, not BA. My seat had no screen; no earphone socket; no charge point; no seat recline; no boarding music. All the same as low cost carriers. Captain announced ""Wonderful service from Emily and crew"" - maybe it was in Club Class, not the economy cabin. It was announced that they would serve complimentary water and snack, but only the snack came. It was also announced there would be free text messaging for Exec Club members, but I couldn't get it to work, although a member. Snacks were sold, some at twice TUI price. For example Cadbury's chocolate fingers at £3.50. I chose BA this time as when I booked it was cheaper than all the charter carriers. And being British I mustn't forget BA's impeccable safety record and normally reliable service. After landing the Purser thanked the crew for their hard work. Seems pushing one small cart down the aisle during four hours constitutes hard work in BA. But at least we were on time.",11/7/2024,3,Yes
“not refunding our money”,"✅ Trip Verified |   Flight cancelled, not refunding our money saying we took the flight that never happened. Not refunding the new flights we booked, hotels, food while we were stranded. Did not provide food or water while waiting for hours on tarmac. Will not provide information as to why they aren't refunding the flight that never happened. Saying there is no more information.",11/7/2024,1,Yes
“A very poor experience”,"✅ Trip Verified |   I had visa issues, and hence, was debarred from flying. The ground staff at Mumbai was excellent (a woman named Brinelle) was very helpful and understanding. I had to rebook my tickets, and while the original journey was consisting of 3 legs, BA forced me to rebook the entire ticket, because their system did not allow them to rebook just that one leg (even though there was a gap of 13 days between the two legs, not like they were connecting flights). The telephone operator was rude, took 45 minutes and kept saying she needed 3-4 more minutes to give me clarity. It was horrendous. The final price they offered me for rebooking 2 of the 3 legs was much more than the original fare for all 3 legs. She was torturous, BA was horrendous because the website does not allow you to do all this. A very poor experience, in all.",11/5/2024,1,Yes
"""food and beverages being targeted""","✅ Trip Verified |   Singapore to Heathrow with BA. Two choices on this route A380 or 777-300. In economy and premium (and first) there isn’t much in it. In club world the 777 wins as it has the suite. Check in was easy. Security and passport control in Singapore is efficient. Choice of 3 lounges (BA, Qantas or Qatar) the latter wins easily. BA lounge was ok no major negatives. Qantas wins on space. Boarding was on time. The aircraft has a high density club world cabin. Service was fine. Club suite was good. It’s the food and beverages that are being targeted I feel. The 1st meal starter was good, main of beef fillet was average, same sentiment for cheese. Wines were acceptable. Champagne choice is cheap so I did not try. Service for meals efficient given the full cabin. Breakfast was similar. The menu suggested that some might want to skip a main course and opt for starter and dessert, for this to work for BA, a major shift in how lounge options are sourced and presented would be needed. As it was I slept well, we arrived early, luggage off quickly (for once) so a reasonable flight overall. My warning to BA is that food and beverages in club world are drifting in the wrong direction",11/5/2024,6,Yes
"""never fly with them again""","✅ Trip Verified |   I recently travelled from Munich to London with British Airways, and it turned into an absolute nightmare. Our troubles began with their malfunctioning app. Despite checking in successfully, I was unable to retrieve our boarding passes. Upon arrival at the airport, we discovered that there were no self-service kiosks, and the check-in desks were completely unattended. After seeking help from the information desk, we were directed to a staff member who clearly did not want to assist us. Her dismissive attitude was infuriating, and despite showing her the app indicating we were checked in, she simply told us to call customer service and walked away without providing any assistance. After being put on hold for 25 minutes and being sent to several different staff members who couldn’t help us, we finally reached someone on the phone who was kind but ultimately powerless to resolve our issue. By this point, our flight was delayed, and we had wasted two hours just trying to print our boarding passes. When I followed up with a complaint, British Airways basically dismissed my concerns and told me to use the app next time—ignoring the fact that it was the app's failure that caused all these problems in the first place! This experience cost us a staggering £682.43 in additional expenses, including new flights, hotel stays, taxi fares, and fines. Missing work and explaining this absurd situation to my employer was incredibly embarrassing. British Airways clearly needs to improve its customer service and technology. If their app and website are going to fail, they must provide adequate support at the airport. I will never fly with them again, and I urge others to consider alternative airlines.",11/3/2024,1,Yes
"""still have not heard any updates""","Not Verified |  I paid for seats 80 A and B on my flight from Heathrow to Boston on the A380, paying for premium economy seats. Upon arrival at the airport the ticket agent said I was not healthy enough to sit in the purchased seats due to being too old I presume (65) since there is no other reason I can find I could not sit in the exit seating. I am healthy enough to walk 10-12 miles a day and have adequate upper body strength. Attempting to convince her just got us stuck in a cattle call seat, at the rear of the aircraft, second floor and in the middle two seats of the row. We were told our money would be refunded immediately for the ""inconvenience"". After several weeks I recontacted BA and they said the complaint went to the wrong section and they were forwarding it to the next section. 6 weeks later and we still have not heard any updates except for a computer response stating most refunds were returned in 3 weeks, keep waiting. The plane then had ground difficulties and needed a quick repair. They completed that 30 minutes later and boarded the flight. The captain then came on and said it looks like they forgot to order the ground crew to back us out of the terminal and we needed to wait another 30 minutes. We were not able to make up for the lost time in the air. We landed 1.5 hours later than scheduled, wreaking havoc with our next flight.",11/3/2024,3,No
"""cabin crew were nice""","Not Verified | The flight wasn’t that bad, although the Inflight entertainment wasn’t great, the screen was very old-fashioned. It was hard to operate in the dark as the touch screen wasn’t working at times. There was though a remote. The cabin crew slamming air larders (ovens and draws). Apart from that, the cabin crew were nice, the food was good and the seat was comfortable.",11/3/2024,7,No
"""support staff wash their hands of you""","✅ Trip Verified |  I decided to treat myself and my teenage daughter to World Traveller Plus on the return leg of our Canada holiday, paying hundreds of pounds extra to do so... only to end up spending nine and a half hours trapped in a broken seat staring at a blank screen after both our entertainment systems failed to work. I hadn't bought a book or uploaded a film because I had assumed I would be enjoying the entertainment BA had promised. So I decided to lie back and get some rest instead, only to discover that the leg rest on my seat didn't work. The flight attendant was able to prop it up manually by shoving things underneath, but unfortunately this only made matters worse because it became firmly stuck in the up position, forcing my body into an awkward position during the descent, when I had to keep my seatback upright, leaving me with back pain that lasted three days (I have a bad lower back). Early on in this experience I asked to be moved to economy so that I could sit normally and watch a film, but the flight was full and there was no space. The apologetic flight attendant assured me I would receive compensation, which I assumed meant the airline would, at the very least, upgrade us the next time we flew BA, since we had been unable to enjoy any of the advertised benefits of World Traveller Plus (the two of us only had one suitcase each, so hadn't made use of the extra baggage allowance). BA's actual compensation offer: £25 worth of Avios points each. I wrote back (since BA doesn't allow you to have any direct telephone contact with their complaints department) explaining firmly but politely that this was not fair or acceptable, given the hundreds of extra pounds I'd paid for added extras the airline had failed to deliver. They then ghosted me. My experience is a cautionary tale about British Airways customer support. If all goes to plan, you may well have a very pleasant World Traveller Plus experience. But if anything should go wrong, support staff will wash their hands of you and your money will have been wasted. So unless you're prepared to gamble, I would advise you to either stick with Economy/World Traveller (since then you're only really paying to fly from A to B, which they do manage to do) or fly with another airline. Or you could end up like me: throwing away extra money on an experience that fell far below the standard of economy class. If your flight is to Canada, I would recommend an airline such as Air Canada, which I turned to during the uncertainty of the Covid pandemic because of their exceptional customer service and fast, no-nonsense refunds. They do cost a bit more, so when life returned to normal post-Covid, I started flying BA again, believing such high standards of customer service were no longer important. I now see that this was both a mistake and a false economy - one that has ended up costing me hundreds of wasted pounds.",11/2/2024,1,Yes
"""no fuss, no bother experience""","Not Verified |  I was very impressed with their efficient boarding, the relatively (compared to Air Canada) comfortable seats and the quality of the food. Drinks and snacks frequently offered. Overall a no fuss, no bother experience.",11/2/2024,9,No
"""Who can trust BA to travel2","Not Verified |  The flight scheduled at 1840 left 2hours 40 minutes alter due to late arrival of incoming aircraft from Naples, as a result I missed a connection from Istanbul to Dubai, Nothing unusual. The issue acknowledged by the captain is that the plane had been late since the morning flight from Rome with rolling effect until the evening. As this was the case, whey did BA not contact me and all other passengers, I could have made other arrangements and fly early to Istanbul and not miss my connection resulting in a £300 charge and a long delay. BA has certainly lots of staff who could have informed by using the email or text. Obviously passengers are of no utility to BA once the ticket is purchased. Who can trust BA to travel? Not me now after such poor handling of a simple matter.",10/31/2024,1,No
"""just another poor airline""","✅ Trip Verified |   I have been flying BA for over 15 years. I was an American Airlines FF and gave it up for BA. I am a Gold member on BA and have been for over 10 years. Here are the things I have noticed over the last 5 years on BA. the Flight attendants are getting lazier and complacent, from cleaning bathrooms to serving meals. The food on BA has deteriorated to the point of not being able to eat the garbage they give you and having gold status is almost meaningless in the big scheme of things. I have NEVER been able to upgrade to business or first using the AVIOS points I have accumulated on a transcon flight. I fly BA now because its the only partner of American Airllines that I can easily get to europe. I have switched back to AA FF program and is already so much better. BA used to be a splendid airline and now its just another poor airline in the european market!",10/31/2024,5,Yes
"""spent two hours trying to make contact with BA""","✅ Trip Verified |   On arriving at Mexico Airport we were told that the flight was delayed because the aircraft had broken down and the replacement aircraft from LHR was about six hours late. When we eventually managed to check in we told that – contrary to the BA website – we could not have access to the 24-hour Grand Lounge Elite and instead would use the American Airlines Admirals Club lounge which would close three hours before the flight left. After that we would have to use a restaurant and were given a food voucher. Two hours before the flight was due to leave were then informed that the aircraft had diverted to Cancun because of a “volcanic ash cloud over Mexico City” – although it did not appear to be affecting other flights into the airport including those from Europe. They eventually arranged taxis to take us to a hotel and we arrived at 1.30am. We were assured that we would all be on a BA flight leaving the same time the following day. The only contact after that was a local employee who stayed at the hotel. He said that he was there to organise transport and refused to give us any other contact details. (When we eventually did need transport the following day he had disappeared.) During the night, we were then sent an email telling us that we were booked onto an Air Canada flight leaving at 6.30am. This would have been impossible with such short notice and without Canadian EPA authorisation. We then spent two hours trying to make contact with BA – its Mexico number did not work and eventually we were put on an Aeromexico flight in economy. They told us to check in as soon as we could but this meant we had to pay an extra £200 for the seats. Later, after a very long call, we were told that we could be upgraded to business with Aeromexico despite having been told earlier that there was no availability. BA then informed us that because we had already checked in – as they had suggested – we could not be moved and this took three more calls to Aeromexico to sort out. I totally understand that aircraft break down but the onus should be on the airline to rearrange and not the passengers. We were lucky because we took the trouble of making the calls to the UK but others – such as a disabled lady – had been told nothing when we left.",10/25/2024,1,Yes
"""using another airline for future travel""","✅ Trip Verified |   I have flown British Airways for many years and still do so regularly. In one of my last flights this past summer between Paris and Boston, British booked me on a connecting flight between Paris and London that gave me a maximum of 90 minutes to connect in London. London Heathrow is a massive airport where going from terminal to terminal could take 20-30 minutes once you deplane, not including the actual time to deplane if you are seated in the back and lines at passport control and security between terminals. So already, one is pressed for time. My flight from Paris to London that day was tardy, 49 minutes tardy that day to be exact. BA Flight 323 in fact, is routinely tardy. – don’t bother with this one. Flight Connections assisted me by calling the new gate to let them know my previous flight had been delayed and that I was rushing to the gate. It was 30 minutes before my connecting flight was to depart. I ran like a fool for 25 minutes, carryons and all, arriving to the gate 5 minutes before my flight was to depart, only to be greeted by no plane. The agent said that since no one knew where I was (false) the plane left without me – early. Gaining a few minutes was more important than an passenger inconvenienced by their own delay. So I made the 20 minute trek back to Flight Connections knowing that they would have to rebook me the following day. I was now going to miss the wedding I was destined to attend in Boston. They sent me to a prepaid Hilton hotel room for the night but told me that I would have to pay 30 pounds each way for a taxi to take me there. They gave me a pamphlet with instructions for reimbursement. This was in early July. It took me 4 months and a complaint to the British Centre for Effective Dispute Resolution to be reimbursed for the equivalent of $77. There was no apology, no recognition, not even a free drink coupon for that next flight I won’t ever take with British. Like a bad insurance claim, British just kept denying my claim, expecting that I would just go away. Well, I am going away. I’m taking my $77 and using another airline for future travel.",10/24/2024,1,Yes
"""oversold tickets on our flight""","Not Verified | We bought tickets for a Geneva-London flight, but when we got to the airport we were told that the airline had oversold tickets on our flight and that passengers on an earlier cancelled flight had been given seats on our flight. Explanation: ""It is allowed.""",10/22/2024,1,No
“Appalling service”,✅ Trip Verified |   Appalling service with failing defective fleet of A380 aircraft. Flown four times on this route or return and significant delays of 2 to 26 hours every time. BA56 boarded 6:20pm on 13 October. Flight cancelled for technical reasons. Six hours to return through customs and recover bag. No BA management at all at Johannesburg that night. Further four hours to organise a hotel and transfer with queues of 300 people to check in. Room eventually accessed 4:30am No attempt to re-schedule or assist - Pilot trying to announce process.,10/14/2024,1,Yes
“BA’s petty penny pinching ”,"✅ Trip Verified | British Airways charge you for the pleasure of choosing your seat and I had been put at the very back of Club which turned out to be an advantage because it meant I could get to the seat without having to climb over anybody. The seat was clean but as I later discovered that the foldout section would not stay up and your feet dangled over the edge when the bed was extended. After boarding was complete we were told that departure was delayed because BA had not loaded all of the cargo; we were then told that it was delayed further because there was a fault with one of the fuel pumps. It took over five hours for this problem to be corrected as the pilot later informed us that they installed new pump having initially thought that it was a software issue. During that time we were served the meal but were told that alcohol is not permitted which was curious given that we had already been served a pre-departure drink. Most of the cabin crew were male and, apparently, based in Mexico and this turned out to be a pleasant surprise given that those I spoke to were incredibly positive and friendly but seemed embarrassed at what was happening. I knew that it was the old-style seats but what was less acceptable is BA’s petty penny pinching. If there was a competition for the smallest hot towel BA would be the winner. The food sounded nice and looked impressive but seemed totally tasteless.",10/12/2024,6,Yes
“British arrogance with no manners”,"✅ Trip Verified | What is wrong with you guys? People pay lots of money for a business class ticket but you sit squeezed into a seat with no legroom, nothing is clean, the overhead lockers are empty and they want you to put your bag under the seat so that you have no room for your legs anymore and then serve you food that is just rubbish. The staff demonstrates it's British arrogance with no manners. There is no decent polite service anymore. There is really no difference to easyjet at all. It's the same on their European routes.",10/12/2024,1,Yes
"""Terrible customer service""","✅ Trip Verified |   We booked two business class seat with British Airways in July, 2024 for the flight on September 19, 2024. We were told on September 19 at the Heathrow Airport that our flight was cancelled and we could only have one business seat with another flight to a different airport. No one from the British Airways contacted us to apologize and to offer refund for the business class seat we lost. We filed a complaint to the British Airways and asked for reimbursement on September 21 and have not heard a word from them as of October 11, 2024. It is the worst flight experience we have ever had. Terrible customer service. Zero communication with customers. We cannot even find a phone number to call the British Airways on its website.",10/12/2024,2,Yes
“left much to be desired”,"✅ Trip Verified | I’ve flown with many airlines, but my recent experience with British Airways left much to be desired. The in-flight entertainment was underwhelming, and I was disappointed by the lack of basic amenities, such as a comfort kit with essentials like eye masks. While the only positive aspect was the slightly more generous legroom, overall, I found the service to be far below expectations. Not impressed.",10/9/2024,1,Yes
"""crew were all very friendly""","✅ Trip Verified |   I recently flew from New York back to London with BA, this wasn't my first long haul with them however it was my first time travelling in World Traveler Plus. We boarded the aircraft on time and stress free and my first impression was good. The cabin was clean and the leg room was good. The recline on the seat was generous and combined with a footrest it was quite comfortable. Waiting on our seats was a decent quality cushion and blanket as well as an amenity kit. The amenity kit contained some good headphones, socks, an eye mask, lip balm, pen and toothbrush and toothpaste. Once boarding was complete we were offered a pre departure drink with orange juice, water or champagne being the options. The crew were all very friendly and professional and did their upmost to ensure that everyone was happy. Once in the air we were offered a hot towel and another round of drinks, this time with a lot more selection. Drinks were offered several times throughout the flight. A menu was also handed out not long after take off, the starter was quinoa and for main there was a choice of chicken, meatballs and pasta or a vegetarian mushroom dish. I chose the meatballs and they were really good. My only real complaint about the flight was people not getting the dish they wished for. We were sat in the last row of the premium economy cabin and by the time the meal service got to us all of the chicken dishes were gone. The moral of the story is that if you sit at the front of the cabin, you will likely get your preferred meal option. After the meal I chose to watch some shows on the well sized entertainment screen, BA is definitely up there for best inflight entertainment. Finally about an hour before landing we were served a breakfast snack, this come in the form of a warm egg and swiss cheese bagel. It was edible but also a little soggy and didn't really taste of much, I certainly wont be craving one anytime soon. We touched down into Heathrow on time before disembarking the aircraft and picking up our bags, everything was very efficient and we were on our way in no time.",10/8/2024,8,Yes
"""Simply not good enough""","Not Verified |   BA business class in Europe has a seat the same as economy, you simply have an empty seat next to you and so for many, the only true benefits are in flight meals, lounge access and priority security etc. The problem on this flight was a small child, aged around five, who sang incessantly in an extremely loud voice throughout most of the flight. I am aware of the difficulties of flying with children, I know it is difficult to keep them entertained etc, I am a patient person, I have headphones. The parents of this child chose, despite a polite request, not to try and quieten their child at all. At this point one had an expectation the crew will step in. If I was singling loudly, disrupting other passengers, they would quite rightly ask me to desist. So why not speak to the parents of a child who is doing the same and disrupting the rest and sleep of other passengers? Instead, having served the meal, the crew retreated behind their curtain and left the passengers to stew. Simply not good enough. As for WiFi? Forget it...",10/6/2024,4,No
